room_id,escaper_id,roomrun_id,room_name_splitted,company_name_splitted,location,keywords,hashtag,min_players,max_players,website,phone,phone_2,address,latitude,longitude,waze_link,moovit_link,region_splitted,is_closed_on_weekends,is_double,is_performance,is_vr,soldier_discount,soldier_discount_weekend,student_discount,student_discount_weekend,children_discount,children_discount_weekend,is_gift_card,escape_card,birthday_discount,is_actor,is_linear,is_parallel,is_beginner,is_for_children,is_for_religious,is_scary,is_for_disabled,is_for_hearing_impaired,is_for_pregnant,is_credit_card_accepted,arseny_did,sharona_did,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,weekend_price_1,weekend_price_2,weekend_price_3, weekend_price_4,weekend_price_5,weekend_price_6,weekend_price_7,weekend_price_8,weekend_price_9,weekend_price_10,weekend_price_11,weekend_price_12
331,134,the-cell,התא,roomquest,ראשון לציון,,#חדרבריחה_התא,3,6,http://www.roomquest.co.il/?utm_source=escape-bot,053-4262422,054-5854442,"סחרוב 17, ראשון לציון",31.991076,34.771520,http://tinyurl.com/zwqvpjw,http://tinyurl.com/k6gh6zs,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,30,30,,15,50,0,,,1,0,,1,0,0,0,1,,,,110,100,90,80,75,,,,,,,,120,110,100,90,85,,,,,,
350,318,,הרפתקה במנזר,roomquest,ראשון לציון,,#חדרבריחה_הרפתקהבמנזר,3,7,http://www.roomquest.co.il/quest2,053-4262422,054-5854442,"סחרוב 17, ראשון לציון",31.991076,34.771520,http://tinyurl.com/zwqvpjw,http://tinyurl.com/k6gh6zs,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,30,30,,15,50,0,,,,,,,,,,,,,,,110,100,90,85,85,,,,,,,,110,100,90,85,85,,,,,
151,,shadesescape,50 גוונים של אפור | חמישים גוונים של אפור,shade escape,ראשון לציון,,#חדרבריחה_50גווניםשלאפור,2,7,http://shadesescape.com/?utm_source=escape-bot,050-4055585,,"ז'בוטינסקי 48, ראשון לציון",31.967263,34.799652,http://tinyurl.com/hav4svu,http://tinyurl.com/n8t9dch,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,,,,,,,,,,0,,,,0,0,,,,,1,,,,100,94,90,86,84,80,,,,,,,120,114,110,105,100,93,,,,,
152,53,anthrax,אנתרקס,sherlocked | שרלוקד | the rooms | דה רומס | דה רומז,ראשון לציון,,#חדרבריחה_אנתרקס,2,6,https://sherlocked.co.il/escape_rooms/anthrax/?utm_source=escape-bot,03-6523399,,"אלטלנה 14, ראשון לציון",31.990717,34.762912,http://tinyurl.com/jhoxfjp,http://tinyurl.com/kbsbrgu,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,20,10,20,10,50,50,1,,,0,,,,,,1,0,1,1,1,,,,110,100,90,80,75,,,,,,,,110,100,90,80,75,,,,,,
153,151,,משימת שרלוק,sherlocked | שרלוקד,ראשון לציון,,#חדרבריחה_משימתשרלוק,2,6,https://sherlocked.co.il/escape_rooms/sherlock_mission/?utm_source=escape-bot,03-6523399,,"אלטלנה 14, ראשון לציון",31.990717,34.762912,http://tinyurl.com/jhoxfjp,http://tinyurl.com/n7qu96a,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,20,10,20,10,50,50,1,,,0,,,,,,,0,1,1,1,,,,110,100,90,80,75,,,,,,,,110,100,90,80,75,,,,,,
154,210,the-wedding,החתונה,tandmquest,ראשון לציון,,#חדרבריחה_החתונה,2,6,http://www.tandmquest.co.il/?utm_source=escape-bot,052-8761214,058-6368005,דרך המכבים 54 ראשון לציון,31.982732,34.810201,http://tinyurl.com/zay9mgb,http://tinyurl.com/lb7f26h,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,1,0,,,10,10,10,10,30,30,1,,50,0,1,1,1,1,1,0,,1,1,1,,,,100,90,80,75,70,,,,,,,,110,100,90,80,75,,,,,,
155,103,twisted-mind,שובה של המומיה,twisted mind,ראשון לציון,,#חדרבריחה_שובהשלהמומיה,2,6,http://www.twistedmindescaperoom.co.il/Hotel-Roomshtml.html?utm_source=escape-bot,050-6564136,054-8196909,"אליהו איתן 24, ראשון לציון",31.993427,34.763015,http://tinyurl.com/hm9upjt,http://tinyurl.com/n6vkjyb,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,30,30,,,,0,,,,,,,,,,,,,,100,100,90,80,75,,,,,,,,120,120,95,88,82,,,,,,
156,215,hannibal-lecter,חניבעל לקטר,twisted mind,ראשון לציון,,#חדרבריחה_חניבעל,2,10,http://www.twistedmindescaperoom.co.il/%D7%97%D7%A0%D7%99%D7%91%D7%A2%D7%9C-%D7%9C%D7%A7%D7%98%D7%A8.html?utm_source=escape-bot,050-6564136,054-8196909,"אליהו איתן 24, ראשון לציון",31.993427,34.763015,http://tinyurl.com/hm9upjt,http://tinyurl.com/ln7zta3,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,30,30,,,,0,,,,,,,,,,,,,,100,100,90,80,75,75,75,75,,,,,120,120,95,88,82,82,82,82,,,
157,45,gotham-general-hospital,גותהם | גותהאם | גות׳האם,escaperoom | escape room | אסקייפ רום,רחובות,,#חדרבריחה_גותהאם,2,6,http://www.escaperoom.co.il/rehovot-gotham?utm_source=escape-bot,08-8606551,052-8684935,"אופנהיימר 10, רחובות",31.910774,34.806935,http://tinyurl.com/jefpjj8,http://tinyurl.com/mc3294r,שפלה | השפלה | דרום | הדרום,,0,,,20,20,,,,,,,30,0,,,,,,,,,,1,,,,100,90,85,80,80,,,,,,,,120,100,90,85,85,,,,,,
158,44,the-iron-throne,כס הברזל,escaperoom | escape room | אסקייפ רום,רחובות,,#חדרבריחה_כסהברזל,2,6,http://www.escaperoom.co.il/rehovot-iron-throne?utm_source=escape-bot,08-8606551,052-8684935,"אופנהיימר 10, רחובות",31.910774,34.806935,http://tinyurl.com/jefpjj8,http://tinyurl.com/mpqpgzb,שפלה | השפלה | דרום | הדרום,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,100,90,85,80,80,,,,,,,,120,100,90,85,85,,,,,,
159,51,the-chemist,הכימאי,escape zone | אסקייפ זון,רחובות,,#חדרבריחה_הכימאי,2,6,http://www.escape-zone.co.il/he/room/%D7%94%D7%9B%D7%99%D7%9E%D7%90%D7%99-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA/?utm_source=escape-bot,08-8659970,,"הרצל 220, רחובות",31.901845,34.809162,http://tinyurl.com/gsw6nc2,http://tinyurl.com/kr9lf7c,שפלה | השפלה | דרום | הדרום,,0,,,,,,,,,1,,,0,,,1,,,,,,,,,,,90,85,80,75,70,,,,,,,,100,95,90,85,80,,,,,,
160,50,wonder-zone,וונדרזון,escape zone | אסקייפ זון,רחובות,,#חדרבריחה_וונדרזון,2,6,http://www.escape-zone.co.il/he/room/%D7%95%D7%95%D7%A0%D7%93%D7%A8-%D7%96%D7%95%D7%9F-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA/?utm_source=escape-bot,08-8659970,,"הרצל 220, רחובות",31.901845,34.809162,http://tinyurl.com/gsw6nc2,http://tinyurl.com/lyq7bhs,שפלה | השפלה | דרום | הדרום,,0,,,,,,,,,1,,,0,,,,,,,,,,,1,1,,90,85,80,75,70,,,,,,,,100,95,90,85,80,,,,,,
161,173,goblet-of-magic-rehovot,גביע הקסם, אקזיט גיים | exit game,רחובות,,#חדרבריחה_גביעהקסם,2,6,http://www.exitgame.co.il/he/Games/6/%D7%92%D7%91%D7%99%D7%A2-%D7%94%D7%A7%D7%A1%D7%9D-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA?utm_source=escape-bot,058-5565577,,"ברגמן 2, רחובות",31.981111,34.770560,http://tinyurl.com/zkyc4p7,http://tinyurl.com/l5efj5w,שפלה | השפלה | דרום | הדרום,,0,,,15,15,10,10,,,1,,,0,,,,1,,0,,,,,,,,100,87,78,70,67,,,,,,,,120,100,88,80,75,,,,,,
162,83,,היער הקסום,golden key,רחובות,,#חדרבריחה_היערהקסום,4,14,http://www.mygoldenkey.co.il/rehovot?utm_source=escape-bot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,http://tinyurl.com/nyqsc4h,שפלה | השפלה | דרום | הדרום,,0,,,10,10,,,,,,10,,0,,,,,,0,,1,1,,,,,,,95,90,83,79,50,50,,,,,,,95,90,83,79,50,50,,,
354,,,בחירות בג'ונגל,golden key,רחובות,,#חדרבריחה_בחירות בגונגל,4,14,http://www.mygoldenkey.co.il/rehovot?utm_source=escape-bot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,http://tinyurl.com/nyqsc4h,שפלה | השפלה | דרום | הדרום,,0,,,10,10,,,,,,10,,0,,,,,,0,,1,1,,,,,,,95,90,83,79,,,,,,,,,95,90,83,79,,,,,
163,62,the-submarine,הצוללת,golden key,רחובות,,#חדרבריחה_הצוללת,2,7,http://www.mygoldenkey.co.il/rehovot?utm_source=escape-bot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,http://tinyurl.com/m7ceuag,שפלה | השפלה | דרום | הדרום,,0,,,10,10,,,,,,10,,0,,,,,,0,,1,1,,,,,125,100,95,90,83,79,,,,,,,125,100,95,90,83,79,,,,,
164,31,the-room-of-professor-rubinstein,חדרו של פרופסור רובינשטיין | פרופסור רובינשטיין,golden key,רחובות,,#חדרבריחה_פרופסוררובינשטיין,2,7,http://www.mygoldenkey.co.il/rehovot?utm_source=escape-bot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,http://tinyurl.com/mycdx8n,שפלה | השפלה | דרום | הדרום,,0,,,10,10,,,,,,10,,0,,,,,,0,,1,1,,,,,125,100,95,90,83,79,,,,,,,125,100,95,90,83,79,,,,,
165,3,antidote-mission,הנוגדן,אקזיט רום | exit room,רמת גן,,#חדרבריחה_הנוגדן,2,5,http://exitroom.co.il/rooms/antidote-mission-2/?lang=he?utm_source=escape-bot,054-2870767,,"דרך זאב ז'בוטינסקי 83, רמת גן",32.087548,34.813153,http://tinyurl.com/hnrxumw,http://tinyurl.com/lhllraq,מרכז | המרכז | ר״ג,,0,,,10,10,,,10,10,1,,,0,1,1,1,1,,0,,0,,1,1,1,,120,100,88,80,,,,,,,,,120,100,88,80,,,,,,,
167,30,black-and-white,שחור לבן | שחור ולבן,אקזיט רום | exit room,רמת גן,,#חדרבריחה_שחורלבן,2,4,http://exitroom.co.il/rooms/black-and-white-2/?lang=he&utm_source=escape-bot,054-4229904,,"דרך זאב ז'בוטינסקי 79, רמת גן",32.087537,34.812890,http://tinyurl.com/gphecle,http://tinyurl.com/k7pvoqa,מרכז | המרכז | ר״ג,,0,,,10,10,,,10,10,1,,,0,1,1,1,,,0,,0,,1,1,1,,120,100,88,,,,,,,,,,120,100,88,,,,,,,,
168,35,jerusalem-treasure,אוצר ירושלמי,step by step,רמת גן,,#חדרבריחה_אוצרירושלמי,2,5,http://stepbystep.org.il/?utm_source=escape-bot,053-3065608,,"ז'בוטינסקי 77, רמת גן",32.087360,34.812603,http://tinyurl.com/jtrnsbe,http://tinyurl.com/mh7rgyl,מרכז | המרכז | ר״ג,,0,,,20,20,10,10,30,30,,,,0,,,1,1,,,0,1,1,1,,,,100,90,80,70,,,,,,,,,120,100,90,80,,,,,,,
169,,,ארוויזיון 2020,emequest,רמת ישי,,#‏חדרבריחה_אירויזיון2020,2,7,http://www.emequest.com/he/escape-rooms/10?utm_source=escape-bot,054-9120906,,"רחוב הצפצפה 1, בניין ישי סנטר קומה 1, אזה״ת רמת ישי",32.706662,35.174221,http://tinyurl.com/hh65cuw,http://tinyurl.com/lsqfv9d,צפון | הצפון | גליל | הגליל,,0,,,10,10,,50,50,,,,,0,,,,,,,,,,1,,,,125,75,70,70,70,65,,,,,,,125,100,88,80,75,70,,,,,
170,85,,המערב הפרוע,emequest,רמת ישי,,#חדרבריחה_המערבהפרוע,2,7,http://www.emequest.com/he/escape-rooms/16?utm_source=escape-bot,054-9120906,,"רחוב הצפצפה 1, בניין ישי סנטר קומה 1, אזה״ת רמת ישי",32.706662,35.174221,http://tinyurl.com/hh65cuw,http://tinyurl.com/k6umylb,צפון | הצפון | גליל | הגליל,,0,,,10,10,,50,50,,,,,0,,,,,,,,,,1,,,,125,75,70,70,70,65,,,,,,,125,100,88,80,75,70,,,,,
171,84,pink-panther-diamond,מצילים את הפנתר הורוד | הפנתר הורוד | הפנתר הוורוד | מצילים את הפנתר הוורוד,emequest,רמת ישי,,#חדרבריחה_הפנתרהורוד,2,7,http://www.emequest.com/he/escape-rooms/15?utm_source=escape-bot,054-9120906,,"רחוב הצפצפה 1, בניין ישי סנטר קומה 1, אזה״ת רמת ישי",32.706662,35.174221,http://tinyurl.com/hh65cuw,http://tinyurl.com/kdqxls3,צפון | הצפון | גליל | הגליל,,0,,,10,10,,50,50,,,,,0,,,,,,,,,,1,,,,125,75,70,70,70,65,,,,,,,125,100,88,80,75,70,,,,,
172,217,ramat-yishai-reactor,כור גרעיני,אקזיט רום | exit room,רמת ישי,,#חדרבריחה_כורגרעיני,2,5,http://exitroom.co.il/rooms/reactor/?utm_source=escape-bot,055-9949935,,"הדקל 2, רמת ישי",32.705769,35.172576,http://tinyurl.com/jjz6ehq,http://tinyurl.com/kq79by5,צפון | הצפון | גליל | הגליל,,0,,,10,10,,,10,10,1,,,0,,,1,,,,0,,0,1,,,,120,100,90,80,80,80,,,,,,,120,100,90,80,80,80,,,,,
173,39,the-forest-cabin,הבקתה ביער | בקתה ביער,brain escape,רעננה,,#חדרבריחה_הבקתהביער,2,8,http://www.brainescape.co.il/?utm_source=escape-bot,058-6015588,,רחוב המלאכה 4 רעננה,32.197757,34.878455,http://tinyurl.com/zbkzrpx,http://tinyurl.com/l3gqorq,שרון | השרון | רענננ,,0,,,10,10,,,,,,10,,0,,,,1,1,,,,,0,,,,100,93,88,80,75,71,68,,,,,,110,100,90,84,78,75,72,,,,
174,132,the-diamond-heist,שוד היהלום,breakaway,רעננה,,#חדרבריחה_שודהיהלום,2,8,http://www.breakaway.co.il/?utm_source=escape-bot,054-6873562,054-8087303,"הנופר 3, רעננה",32.194382,34.883146,http://tinyurl.com/zz8echx,http://tinyurl.com/lvccyoa,שרון | השרון | רענננ,,0,,,15,15,10,10,,,,,20,0,,,1,,,0,0,,0,,,,,105,95,85,80,75,75,75,,,,,,110,100,90,85,80,80,80,,,,
175,97,farmer-john,פארמר ג'ון,getaway,רעננה,,#חדרבריחה_פארמרגון,2,6,http://www.get-away.co.il/Room/8?utm_source=escape-bot,09-9552277,,"היצירה 10, רעננה",32.195117,34.876549,http://tinyurl.com/hys555q,http://tinyurl.com/m6va28x,שרון | השרון | רענננ,,0,,,15,15,10,10,50,50,,,,0,,,,,,,,,,1,,,,120,100,90,80,75,,,,,,,,130,110,100,90,80,,,,,,
176,96,the-connection,הקונקשן,getaway,רעננה,,#חדרבריחה_הקונקשן,2,6,http://www.get-away.co.il/Room/7?utm_source=escape-bot,09-9552277,,"היצירה 10, רעננה",32.195117,34.876549,http://tinyurl.com/hys555q,http://tinyurl.com/m3h48l4,שרון | השרון | רענננ,,0,,,15,15,10,10,50,50,,,,0,,,,,,,,,,1,,,,120,100,90,80,75,,,,,,,,130,110,100,90,80,,,,,,
177,238,the-student,הסטודנט,getaway,רעננה,,#חדרבריחה_הסטודנט,2,6,http://www.get-away.co.il/Room/6?utm_source=escape-bot,09-9552277,,"היצירה 10, רעננה",32.195117,34.876549,http://tinyurl.com/hys555q,http://tinyurl.com/mkmx9lh,שרון | השרון | רענננ,,0,,,15,15,10,10,50,50,,,,0,,,,,,,,,,1,,,,120,100,90,80,75,,,,,,,,130,110,100,90,80,,,,,,
178,52,operation-saffron,מבצע זעפרן,inside out | אינסייד אאוט | the rooms | דה רומס | דה רומז,רעננה,,#חדרבריחה_מבצעזעפרן,2,7,http://www.insideoutroom.co.il/%D7%9E%D7%91%D7%A6%D7%A2-%D7%96%D7%A2%D7%A4%D7%A8%D7%9F.html?utm_source=escape-bot,054-9926443,,"היצירה 13, רעננה",32.194840,34.876769,http://tinyurl.com/jsbkhg8,http://tinyurl.com/kbl9dfm,שרון | השרון | רענננ,,0,,,10,10,10,10,50,50,,10,,0,,,1,,,0,,,,1,1,1,,120,110,100,90,85,80,,,,,,,120,110,100,90,85,80,,,,,
179,203,operation-seals,מבצע לוויתן,inside out | אינסייד אאוט | the rooms | דה רומס | דה רומז,רעננה,,#חדרבריחה_מבצעלוויתן,2,7,http://www.insideoutroom.co.il/%D7%9E%D7%91%D7%A6%D7%A2-%D7%9C%D7%95%D7%95%D7%99%D7%AA%D7%9F.html?utm_source=escape-bot,09-8917917,,"היצירה 11, רעננה",32.194862,34.877062,http://tinyurl.com/h4vgl8m,http://tinyurl.com/lcgtkdw,שרון | השרון | רענננ,,0,,,10,10,10,10,50,50,,10,,0,,,,,,0,0,,,1,,,,120,110,100,90,85,80,,,,,,,120,110,100,90,85,85,,,,,
180,148,careto-raanana,קארטו,inside out | אינסייד אאוט | the rooms | דה רומס | דה רומז,רעננה,,#חדרבריחה_קארטו,2,7,http://www.insideoutroom.co.il/%D7%A7%D7%90%D7%A8%D7%98%D7%95.html?utm_source=escape-bot,09-8917917,,"היצירה 11, רעננה",32.194862,34.877062,http://tinyurl.com/h4vgl8m,http://tinyurl.com/ka4pe6w,שרון | השרון | רענננ,,0,,,10,10,10,10,50,50,,10,,0,,,,,,0,1,,,1,1,1,,120,110,100,90,85,80,,,,,,,120,110,100,90,85,80,,,,,
181,141,crystal,הגביש,iq factor,רעננה,,#חדרבריחה_הגביש,2,6,http://iqfactor.co.il/?utm_source=escape-bot,053-7817881,,"התעשייה 15, רעננה",32.196415,34.878786,http://tinyurl.com/hxmbetq,http://tinyurl.com/mohavat,שרון | השרון | רענננ,,0,,,10,10,10,10,,,,,50,0,,,,1,,,,1,1,1,,,,120,110,100,90,85,,,,,,,,120,110,100,90,85,,,,,,
182,157,alpha,מימד אלפא,iq factor,רעננה,,#חדרבריחה_מימדאלפא,2,7,http://iqfactor.co.il/?utm_source=escape-bot,053-7817881,,"התעשייה 15, רעננה",32.196415,34.878786,http://tinyurl.com/hxmbetq,http://tinyurl.com/jvpst74,שרון | השרון | רענננ,,0,,,10,10,10,10,,,,,50,0,,,,1,,,,1,1,1,,,,120,110,100,90,85,80,,,,,,,120,110,100,90,85,80,,,,,
183,,magician-escape-room,המסתור של הקוסם,magus,רעננה,,#חדרבריחה_קליוסטרו,2,5,https://live.vcita.com/site/hakosem?o=cHJvZmlsZV9wYWdl&utm_source=escape-bot,09-7460957,,"פרדס משותף 5א, רעננה",32.173914,34.872523,http://tinyurl.com/zmz5bhs,http://tinyurl.com/k92daxp,שרון | השרון | רענננ,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,120,120,120,120,,,,,,,,,120,120,120,120,,,,,,,
184,160,voodoo-inheritance,וודו | הוודו,questime,רעננה,,#חדרבריחה_הוודו,2,7,http://questime.co.il/?utm_source=escape-bot,055-9661352,,"הסדנא 13, רעננה",32.194495,34.879017,http://tinyurl.com/gtckfsv,http://tinyurl.com/l69p9av,שרון | השרון | רענננ,,0,,,10,10,10,10,,,1,10,,0,,,1,,,1,,,,,,,,120,110,100,90,80,80,,,,,,,120,110,100,90,80,80,,,,,
185,193,cave-of-wonders,מערת הפלאים,storyrooms,רעננה,,#חדרבריחה_מערתהפלאים,2,6,http://www.story-rooms.com/?utm_source=escape-bot,058-7117703,,"הסדנא 11, רעננה",32.194678,34.878995,http://tinyurl.com/hcdkg72,http://tinyurl.com/l2lhymr,שרון | השרון | רענננ,,0,,,10,10,10,10,,,,,,0,,,1,1,,,1,1,,,,,,110,90,80,75,70,,,,,,,,120,100,90,80,75,,,,,,
186,146,to-exit,מנהרת כורי הפחם,2exit,תל אביב,,#חדרבריחה_מנהרתכוריהפחם,2,6,http://2exit.co.il/#story?utm_source=escape-bot,058-405-6678,,"יצחק שדה 32, תל אביב",32.065084,34.787363,http://tinyurl.com/zywbrge,http://tinyurl.com/ko2z2lo,מרכז | המרכז | ת״א,,0,,,10,10,10,10,10,10,,10,,0,,,,,,,,,,,1,1,,100,95,90,80,75,,,,,,,,120,110,100,90,85,,,,,,
187,77,pirate-hut,בקתת הפיראט,בית הקווסט,תל אביב,,#חדרבריחה_בקתתהפיראט,2,6,http://www.beithaquest.co.il/pirate?utm_source=escape-bot,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,http://tinyurl.com/krgnt8k,מרכז | המרכז | ת״א,,0,,,,,,,,,,10,,0,,,,,,,,,,,,,,120,93,90,80,73,,,,,,,,140,107,90,80,73,,,,,,
188,172,the-exodus,יציאת מצרים,בית הקווסט,תל אביב,,#חדרבריחה_יציאתמצרים,2,4,http://www.beithaquest.co.il/itcia?utm_source=escape-bot,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,http://tinyurl.com/mgchptm,מרכז | המרכז | ת״א,,0,,,,,,,,,,10,,0,,,,,,,,,,,,,,120,93,80,,,,,,,,,,140,107,90,,,,,,,,
189,78,morgue,מכון פתולוגי,בית הקווסט,תל אביב,,#חדרבריחה_מכוןפתלוגי,2,6,http://www.beithaquest.co.il/mahon-patologi?utm_source=escape-bot,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,http://tinyurl.com/mdqlmep,מרכז | המרכז | ת״א,,0,,,,,,,,,,10,,0,,,,,,,,,,,,,,120,93,90,80,73,,,,,,,,140,107,90,80,73,,,,,,
190,79,stalker,רדיו אקטיבי | רדיואקטיבי,בית הקווסט,תל אביב,,#חדרבריחה_רדיואקטיבי,2,6,http://www.beithaquest.co.il/stalker?utm_source=escape-bot,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,http://tinyurl.com/m2lrzg5,מרכז | המרכז | ת״א,,0,,,,,,,,,,10,,0,,,,,,,,,,,,,,120,93,90,80,73,,,,,,,,140,107,90,80,73,,,,,,
191,80,casino-zero,שוד הקזינו,בית הקווסט,תל אביב,,#חדרבריחה_שודהקזינו,2,6,http://www.beithaquest.co.il/casino-zero?utm_source=escape-bot,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,http://tinyurl.com/m57nlv2,מרכז | המרכז | ת״א,,0,,,,,,,,,,10,,0,,,,,,,,,,,,,,120,93,90,80,73,,,,,,,,140,107,90,80,73,,,,,,
192,,g-point,נקודת הג׳י,braineffect,תל אביב,,#חדרבריחה_נקודתהגי,2,6,http://braineffect.co.il/g/?utm_source=escape-bot,03-6503754,,בזל 34 תל אביב,32.089867,34.779159,http://tinyurl.com/zfmbbzo,http://tinyurl.com/n4qtalu,מרכז | המרכז | ת״א,,0,,,15,15,,,,,,,,0,,,,0,,,,,,,,,,105,100,95,90,,,,,,,,,105,100,95,90,,,,,,,
193,152,elmstreet,אלם סטריט | סיוט ברחוב אלם | רחוב אלם,brainit | בריינאיט | ברייניט,תל אביב,,#חדרבריחה_אלםסטריט,3,7,https://brainit.co.il/f5/room/elm-street-escape-room/?utm_source=escape-bot,054-7367651,,"הרכבת 22, תל אביב",32.063342,34.778518,http://tinyurl.com/zvqf4k5,http://tinyurl.com/mmqozxv,מרכז | המרכז | ת״א,,0,,,10,10,10,10,,,1,,,0,1,1,0,0,,1,0,0,0,1,1,1,,,120,110,100,100,100,,,,,,,120,110,100,100,100,,,,,,
194,10,boardwalk-empire,אמפריית הפשע,brainit | בריינאיט | ברייניט,תל אביב,,#חדרבריחה_אימפרייתהפשע,2,6,https://brainit.co.il/room/boardwalk_empire/?utm_source=escape-bot,077-3610000,,"שמעון בן שטח 9 , תל אביב",32.055527,34.758049,http://tinyurl.com/hl7uton,http://tinyurl.com/ll2rkum,מרכז | המרכז | ת״א,,0,,,10,10,10,10,,,1,,,0,1,1,1,1,,1,0,1,1,1,,,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
195,32,trapped,לכודים,brainit | בריינאיט | ברייניט,תל אביב,,#חדרבריחה_לכודים,2,6,https://brainit.co.il/room/trapped/?utm_source=escape-bot,077-3610000,,"שמעון בן שטח 9 , תל אביב",32.055527,34.758049,http://tinyurl.com/hl7uton,http://tinyurl.com/ljqd2n7,מרכז | המרכז | ת״א,,0,,,10,10,10,10,,,1,,,0,1,1,1,1,,1,0,0,1,1,1,1,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
196,145,altair,תחנת חלל אלטאיר | אלטאיר,brainit | בריינאיט | ברייניט,תל אביב,,#חדרבריחה_אלטאיר,2,4,https://brainit.co.il/f4/room/altair_escape_room/?utm_source=escape-bot,054-5876238,,"הרכבת 22, תל אביב",32.063342,34.778518,http://tinyurl.com/zvqf4k5,http://tinyurl.com/kk77dwc,מרכז | המרכז | ת״א,,0,,,10,10,10,10,,,1,,,0,1,0,1,1,,0,0,0,0,1,1,1,,125,105,100,,,,,,,,,,125,105,100,,,,,,,,
197,,,אטלנטיס - העיר האבודה | אטלנטיס,escape city | אסקייפ סיטי,תל אביב,,,2,6,https://escapecity.com/room/%D7%90%D7%98%D7%9C%D7%A0%D7%98%D7%99%D7%A1-%D7%94%D7%A2%D7%99%D7%A8-%D7%94%D7%90%D7%91%D7%95%D7%93%D7%94/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/km4t8az,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
198,,,בשבי האויב,escape city | אסקייפ סיטי,תל אביב,,,2,4,https://escapecity.com/room/%D7%97%D7%98%D7%95%D7%A4%D7%99%D7%9D-%D7%91%D7%A9%D7%91%D7%99-%D7%94%D7%90%D7%95%D7%99%D7%91/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/k8e6xuy,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,,1,,,,,,,120,110,100,,,,,,,,,,120,110,100,,,,,,,,
199,,,משחקי הכס,escape city | אסקייפ סיטי,תל אביב,,#חדרבריחה_משחקיהכס,2,6,https://escapecity.com/room/%D7%94%D7%97%D7%95%D7%A8%D7%A3-%D7%9E%D7%92%D7%99%D7%A2/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/lrhydyv,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,,0,,0,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
200,,thesaw,המסור,escape city | אסקייפ סיטי,תל אביב,,,3,6,https://escapecity.com/room/%D7%94%D7%9E%D7%A1%D7%95%D7%A8/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/mbxn4vk,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,0,,,0,,0,,,,,,110,100,80,67,,,,,,,,,110,100,80,67,,,,,,
